english 	braille
Tom didn't reply.	⠠⠞⠕⠍⠀⠙⠊⠙⠝⠄⠞⠀⠗⠑⠏⠇⠽⠲
Tom died from TB.	⠠⠞⠕⠍⠀⠙⠊⠫⠀⠋⠗⠕⠍⠀⠠⠠⠞⠃⠠⠄⠲
Tom died in 2009.	⠠⠞⠕⠍⠀⠙⠊⠫⠀⠊⠝⠼⠀⠃⠚⠚⠊⠲
Tom doesn't know.	⠠⠞⠕⠍⠀⠙⠕⠑⠎⠝⠄⠞⠀⠅⠝⠪⠲
Tom drinks a lot.	⠠⠞⠕⠍⠀⠙⠗⠊⠝⠅⠎⠀⠁⠀⠇⠕⠞⠲
Tom felt trapped.	⠠⠞⠕⠍⠀⠋⠑⠇⠞⠀⠞⠗⠁⠏⠏⠫⠲
Tom felt trapped.	⠠⠞⠕⠍⠀⠋⠑⠇⠞⠀⠞⠗⠁⠏⠏⠫⠲
Tom forgave Mary.	⠠⠞⠕⠍⠀⠿⠛⠁⠧⠑⠀⠠⠍⠜⠽⠲
Tom frightens me.	⠠⠞⠕⠍⠀⠋⠗⠊⠣⠞⠑⠝⠎⠀⠍⠑⠲
Tom gave up hope.	⠠⠞⠕⠍⠀⠛⠁⠧⠑⠀⠥⠏⠀⠓⠕⠏⠑⠲
Tom got into bed.	⠠⠞⠕⠍⠀⠛⠕⠞⠀⠊⠝⠞⠕⠀⠃⠫⠲
Tom got very mad.	⠠⠞⠕⠍⠀⠛⠕⠞⠀⠧⠻⠽⠀⠍⠁⠙⠲
Tom had a stroke.	⠠⠞⠕⠍⠀⠓⠁⠙⠀⠁⠀⠌⠗⠕⠅⠑⠲
Tom had no money.	⠠⠞⠕⠍⠀⠓⠁⠙⠀⠝⠕⠀⠍⠕⠝⠑⠽⠲
Tom had to hurry.	⠠⠞⠕⠍⠀⠓⠁⠙⠀⠞⠕⠀⠓⠥⠗⠗⠽⠲
Tom has a goatee.	⠠⠞⠕⠍⠀⠓⠁⠎⠀⠁⠀⠛⠕⠁⠞⠑⠑⠲
Tom has a secret.	⠠⠞⠕⠍⠀⠓⠁⠎⠀⠁⠀⠎⠑⠉⠗⠑⠞⠲
Tom has a ticket.	⠠⠞⠕⠍⠀⠓⠁⠎⠀⠁⠀⠞⠊⠉⠅⠑⠞⠲
Tom has an alibi.	⠠⠞⠕⠍⠀⠓⠁⠎⠀⠁⠝⠀⠁⠇⠊⠃⠊⠲
Tom has freckles.	⠠⠞⠕⠍⠀⠓⠁⠎⠀⠋⠗⠑⠉⠅⠇⠑⠎⠲
Tom has insomnia.	⠠⠞⠕⠍⠀⠓⠁⠎⠀⠊⠝⠎⠕⠍⠝⠊⠁⠲
Tom has met Mary.	⠠⠞⠕⠍⠀⠓⠁⠎⠀⠍⠑⠞⠀⠠⠍⠜⠽⠲
Tom has no money.	⠠⠞⠕⠍⠀⠓⠁⠎⠀⠝⠕⠀⠍⠕⠝⠑⠽⠲
Tom has no money.	⠠⠞⠕⠍⠀⠓⠁⠎⠀⠝⠕⠀⠍⠕⠝⠑⠽⠲
Tom has two jobs.	⠠⠞⠕⠍⠀⠓⠁⠎⠀⠞⠺⠕⠀⠚⠕⠃⠎⠲
Tom hates olives.	⠠⠞⠕⠍⠀⠓⠁⠞⠑⠎⠀⠕⠇⠊⠧⠑⠎⠲
Tom hurt himself.	⠠⠞⠕⠍⠀⠓⠥⠗⠞⠀⠓⠊⠍⠎⠑⠇⠋⠲
Tom hurt his leg.	⠠⠞⠕⠍⠀⠓⠥⠗⠞⠀⠓⠊⠎⠀⠇⠑⠛⠲
Tom ignored Mary.	⠠⠞⠕⠍⠀⠊⠛⠝⠕⠗⠫⠀⠠⠍⠜⠽⠲
Tom is Mary's ex.	⠠⠞⠕⠍⠀⠊⠎⠀⠠⠍⠜⠽⠄⠎⠀⠑⠭⠲
Tom is a bad boy.	⠠⠞⠕⠍⠀⠊⠎⠀⠁⠀⠃⠁⠙⠀⠃⠕⠽⠲
Tom is a fascist.	⠠⠞⠕⠍⠀⠊⠎⠀⠁⠀⠋⠁⠎⠉⠊⠌⠲
Tom is a fat man.	⠠⠞⠕⠍⠀⠊⠎⠀⠁⠀⠋⠁⠞⠀⠍⠁⠝⠲
Tom is a fat man.	⠠⠞⠕⠍⠀⠊⠎⠀⠁⠀⠋⠁⠞⠀⠍⠁⠝⠲
Tom is a fighter.	⠠⠞⠕⠍⠀⠊⠎⠀⠁⠀⠋⠊⠣⠞⠻⠲
Tom is a fighter.	⠠⠞⠕⠍⠀⠊⠎⠀⠁⠀⠋⠊⠣⠞⠻⠲
Tom is a painter.	⠠⠞⠕⠍⠀⠊⠎⠀⠁⠀⠏⠁⠊⠝⠞⠻⠲
Tom is a patriot.	⠠⠞⠕⠍⠀⠊⠎⠀⠁⠀⠏⠁⠞⠗⠊⠕⠞⠲
Tom is a plumber.	⠠⠞⠕⠍⠀⠊⠎⠀⠁⠀⠏⠇⠥⠍⠃⠻⠲
Tom is a recluse.	⠠⠞⠕⠍⠀⠊⠎⠀⠁⠀⠗⠑⠉⠇⠥⠎⠑⠲
Tom is a redneck.	⠠⠞⠕⠍⠀⠊⠎⠀⠁⠀⠗⠫⠝⠑⠉⠅⠲
Tom is a refugee.	⠠⠞⠕⠍⠀⠊⠎⠀⠁⠀⠗⠑⠋⠥⠛⠑⠑⠲
Tom is a schemer.	⠠⠞⠕⠍⠀⠊⠎⠀⠁⠀⠎⠡⠑⠍⠻⠲
Tom is a schemer.	⠠⠞⠕⠍⠀⠊⠎⠀⠁⠀⠎⠡⠑⠍⠻⠲
Tom is a shy boy.	⠠⠞⠕⠍⠀⠊⠎⠀⠁⠀⠩⠽⠀⠃⠕⠽⠲
Tom is a student.	⠠⠞⠕⠍⠀⠊⠎⠀⠁⠀⠌⠥⠙⠑⠝⠞⠲
Tom is a surgeon.	⠠⠞⠕⠍⠀⠊⠎⠀⠁⠀⠎⠥⠗⠛⠑⠕⠝⠲
Tom is a traitor.	⠠⠞⠕⠍⠀⠊⠎⠀⠁⠀⠞⠗⠁⠊⠞⠕⠗⠲
Tom is a trucker.	⠠⠞⠕⠍⠀⠊⠎⠀⠁⠀⠞⠗⠥⠉⠅⠻⠲
Tom is a veteran.	⠠⠞⠕⠍⠀⠊⠎⠀⠁⠀⠧⠑⠞⠻⠁⠝⠲
Tom is a widower.	⠠⠞⠕⠍⠀⠊⠎⠀⠁⠀⠺⠊⠙⠪⠻⠲
Tom is a witness.	⠠⠞⠕⠍⠀⠊⠎⠀⠁⠀⠺⠊⠞⠝⠑⠎⠎⠲
Tom is ambitious.	⠠⠞⠕⠍⠀⠊⠎⠀⠁⠍⠃⠊⠞⠊⠳⠎⠲
Tom is an animal.	⠠⠞⠕⠍⠀⠊⠎⠀⠁⠝⠀⠁⠝⠊⠍⠁⠇⠲
Tom is an orphan.	⠠⠞⠕⠍⠀⠊⠎⠀⠁⠝⠀⠕⠗⠏⠓⠁⠝⠲
Tom is at school.	⠠⠞⠕⠍⠀⠊⠎⠀⠁⠞⠀⠎⠡⠕⠕⠇⠲
Tom is attentive.	⠠⠞⠕⠍⠀⠊⠎⠀⠁⠞⠞⠑⠝⠞⠊⠧⠑⠲
Tom is available.	⠠⠞⠕⠍⠀⠊⠎⠀⠁⠧⠁⠊⠇⠁⠃⠇⠑⠲
Tom is breathing.	⠠⠞⠕⠍⠀⠊⠎⠀⠃⠗⠑⠁⠹⠊⠝⠛⠲
Tom is brilliant.	⠠⠞⠕⠍⠀⠊⠎⠀⠃⠗⠊⠇⠇⠊⠁⠝⠞⠲
Tom is coming to.	⠠⠞⠕⠍⠀⠊⠎⠀⠉⠕⠍⠊⠝⠛⠀⠞⠕⠲
Tom is dangerous.	⠠⠞⠕⠍⠀⠊⠎⠀⠙⠁⠝⠛⠻⠳⠎⠲
Tom is deceitful.	⠠⠞⠕⠍⠀⠊⠎⠀⠙⠑⠉⠑⠊⠞⠋⠥⠇⠲
Tom is deceitful.	⠠⠞⠕⠍⠀⠊⠎⠀⠙⠑⠉⠑⠊⠞⠋⠥⠇⠲
Tom is desperate.	⠠⠞⠕⠍⠀⠊⠎⠀⠙⠑⠎⠏⠻⠁⠞⠑⠲
Tom is different.	⠠⠞⠕⠍⠀⠊⠎⠀⠙⠊⠋⠋⠻⠑⠝⠞⠲
Tom is easygoing.	⠠⠞⠕⠍⠀⠊⠎⠀⠑⠁⠎⠽⠛⠕⠊⠝⠛⠲
Tom is eccentric.	⠠⠞⠕⠍⠀⠊⠎⠀⠑⠉⠉⠑⠝⠞⠗⠊⠉⠲
Tom is emotional.	⠠⠞⠕⠍⠀⠊⠎⠀⠑⠍⠕⠞⠊⠕⠝⠁⠇⠲
Tom is energetic.	⠠⠞⠕⠍⠀⠊⠎⠀⠑⠝⠻⠛⠑⠞⠊⠉⠲
Tom is forgetful.	⠠⠞⠕⠍⠀⠊⠎⠀⠿⠛⠑⠞⠋⠥⠇⠲
Tom is forgetful.	⠠⠞⠕⠍⠀⠊⠎⠀⠿⠛⠑⠞⠋⠥⠇⠲
Tom is from here.	⠠⠞⠕⠍⠀⠊⠎⠀⠋⠗⠕⠍⠀⠓⠻⠑⠲
Tom is happy now.	⠠⠞⠕⠍⠀⠊⠎⠀⠓⠁⠏⠏⠽⠀⠝⠪⠲
Tom is improving.	⠠⠞⠕⠍⠀⠊⠎⠀⠊⠍⠏⠗⠕⠧⠊⠝⠛⠲
Tom is in Boston.	⠠⠞⠕⠍⠀⠊⠎⠀⠊⠝⠀⠠⠃⠕⠌⠕⠝⠲
Tom is in charge.	⠠⠞⠕⠍⠀⠊⠎⠀⠊⠝⠀⠡⠜⠛⠑⠲
Tom is in danger.	⠠⠞⠕⠍⠀⠊⠎⠀⠊⠝⠀⠙⠁⠝⠛⠻⠲
Tom is in hiding.	⠠⠞⠕⠍⠀⠊⠎⠀⠊⠝⠀⠓⠊⠙⠊⠝⠛⠲
Tom is insincere.	⠠⠞⠕⠍⠀⠊⠎⠀⠊⠝⠎⠊⠝⠉⠻⠑⠲
Tom is listening.	⠠⠞⠕⠍⠀⠊⠎⠀⠇⠊⠌⠑⠝⠊⠝⠛⠲
Tom is muttering.	⠠⠞⠕⠍⠀⠊⠎⠀⠍⠥⠞⠞⠻⠊⠝⠛⠲
Tom is my cousin.	⠠⠞⠕⠍⠀⠊⠎⠀⠍⠽⠀⠉⠳⠎⠊⠝⠲
Tom is my father.	⠠⠞⠕⠍⠀⠊⠎⠀⠍⠽⠀⠋⠁⠮⠗⠲
Tom is my friend.	⠠⠞⠕⠍⠀⠊⠎⠀⠍⠽⠀⠋⠗⠊⠑⠝⠙⠲
Tom is my lawyer.	⠠⠞⠕⠍⠀⠊⠎⠀⠍⠽⠀⠇⠁⠺⠽⠻⠲
Tom is my nephew.	⠠⠞⠕⠍⠀⠊⠎⠀⠍⠽⠀⠝⠑⠏⠓⠑⠺⠲
Tom is not happy.	⠠⠞⠕⠍⠀⠊⠎⠀⠝⠕⠞⠀⠓⠁⠏⠏⠽⠲
Tom is obsessive.	⠠⠞⠕⠍⠀⠊⠎⠀⠕⠃⠎⠑⠎⠎⠊⠧⠑⠲
Tom is offensive.	⠠⠞⠕⠍⠀⠊⠎⠀⠷⠋⠑⠝⠎⠊⠧⠑⠲
Tom is our enemy.	⠠⠞⠕⠍⠀⠊⠎⠀⠳⠗⠀⠑⠝⠑⠍⠽⠲
Tom is our guest.	⠠⠞⠕⠍⠀⠊⠎⠀⠳⠗⠀⠛⠥⠑⠌⠲
Tom is perplexed.	⠠⠞⠕⠍⠀⠊⠎⠀⠏⠻⠏⠇⠑⠭⠫⠲
Tom is realistic.	⠠⠞⠕⠍⠀⠊⠎⠀⠗⠑⠁⠇⠊⠌⠊⠉⠲
Tom is too picky.	⠠⠞⠕⠍⠀⠊⠎⠀⠞⠕⠕⠀⠏⠊⠉⠅⠽⠲
Tom is too young.	⠠⠞⠕⠍⠀⠊⠎⠀⠞⠕⠕⠀⠽⠳⠝⠛⠲
Tom is undecided.	⠠⠞⠕⠍⠀⠊⠎⠀⠥⠝⠙⠑⠉⠊⠙⠫⠲
Tom is unmarried.	⠠⠞⠕⠍⠀⠊⠎⠀⠥⠝⠍⠜⠗⠊⠫⠲
Tom is very rich.	⠠⠞⠕⠍⠀⠊⠎⠀⠧⠻⠽⠀⠗⠊⠡⠲
Tom is very tall.	⠠⠞⠕⠍⠀⠊⠎⠀⠧⠻⠽⠀⠞⠁⠇⠇⠲
Tom is weakening.	⠠⠞⠕⠍⠀⠊⠎⠀⠺⠑⠁⠅⠑⠝⠊⠝⠛⠲
Tom is weakening.	⠠⠞⠕⠍⠀⠊⠎⠀⠺⠑⠁⠅⠑⠝⠊⠝⠛⠲
Tom is whistling.	⠠⠞⠕⠍⠀⠊⠎⠀⠱⠊⠌⠇⠊⠝⠛⠲
Tom is with Mary.	⠠⠞⠕⠍⠀⠊⠎⠀⠾⠀⠠⠍⠜⠽⠲
Tom is wonderful.	⠠⠞⠕⠍⠀⠊⠎⠀⠺⠕⠝⠙⠻⠋⠥⠇⠲
Tom isn't a fool.	⠠⠞⠕⠍⠀⠊⠎⠝⠄⠞⠀⠁⠀⠋⠕⠕⠇⠲
Tom isn't a liar.	⠠⠞⠕⠍⠀⠊⠎⠝⠄⠞⠀⠁⠀⠇⠊⠜⠲
Tom isn't boring.	⠠⠞⠕⠍⠀⠊⠎⠝⠄⠞⠀⠃⠕⠗⠊⠝⠛⠲
Tom isn't crying.	⠠⠞⠕⠍⠀⠊⠎⠝⠄⠞⠀⠉⠗⠽⠊⠝⠛⠲
Tom isn't hungry.	⠠⠞⠕⠍⠀⠊⠎⠝⠄⠞⠀⠓⠥⠝⠛⠗⠽⠲
Tom isn't joking.	⠠⠞⠕⠍⠀⠊⠎⠝⠄⠞⠀⠚⠕⠅⠊⠝⠛⠲
Tom isn't my son.	⠠⠞⠕⠍⠀⠊⠎⠝⠄⠞⠀⠍⠽⠀⠎⠕⠝⠲
Tom isn't normal.	⠠⠞⠕⠍⠀⠊⠎⠝⠄⠞⠀⠝⠕⠗⠍⠁⠇⠲
Tom isn't stupid.	⠠⠞⠕⠍⠀⠊⠎⠝⠄⠞⠀⠌⠥⠏⠊⠙⠲
Tom isn't up yet.	⠠⠞⠕⠍⠀⠊⠎⠝⠄⠞⠀⠥⠏⠀⠽⠑⠞⠲
Tom kept reading.	⠠⠞⠕⠍⠀⠅⠑⠏⠞⠀⠗⠑⠁⠙⠊⠝⠛⠲
Tom kept writing.	⠠⠞⠕⠍⠀⠅⠑⠏⠞⠀⠺⠗⠊⠞⠊⠝⠛⠲
Tom knows things.	⠠⠞⠕⠍⠀⠅⠝⠪⠎⠀⠹⠊⠝⠛⠎⠲
Tom lied to Mary.	⠠⠞⠕⠍⠀⠇⠊⠫⠀⠞⠕⠀⠠⠍⠜⠽⠲
Tom liked horses.	⠠⠞⠕⠍⠀⠇⠊⠅⠫⠀⠓⠕⠗⠎⠑⠎⠲
Tom likes cheese.	⠠⠞⠕⠍⠀⠇⠊⠅⠑⠎⠀⠡⠑⠑⠎⠑⠲
Tom likes hockey.	⠠⠞⠕⠍⠀⠇⠊⠅⠑⠎⠀⠓⠕⠉⠅⠑⠽⠲
Tom likes ponies.	⠠⠞⠕⠍⠀⠇⠊⠅⠑⠎⠀⠏⠕⠝⠊⠑⠎⠲
Tom likes reggae.	⠠⠞⠕⠍⠀⠇⠊⠅⠑⠎⠀⠗⠑⠛⠛⠁⠑⠲
Tom lit a candle.	⠠⠞⠕⠍⠀⠇⠊⠞⠀⠁⠀⠉⠯⠇⠑⠲
Tom lit the fire.	⠠⠞⠕⠍⠀⠇⠊⠞⠀⠮⠀⠋⠊⠗⠑⠲
Tom lit the fire.	⠠⠞⠕⠍⠀⠇⠊⠞⠀⠮⠀⠋⠊⠗⠑⠲
Tom lit the oven.	⠠⠞⠕⠍⠀⠇⠊⠞⠀⠮⠀⠕⠧⠑⠝⠲
Tom looked angry.	⠠⠞⠕⠍⠀⠇⠕⠕⠅⠫⠀⠁⠝⠛⠗⠽⠲
Tom looked happy.	⠠⠞⠕⠍⠀⠇⠕⠕⠅⠫⠀⠓⠁⠏⠏⠽⠲
Tom looked young.	⠠⠞⠕⠍⠀⠇⠕⠕⠅⠫⠀⠽⠳⠝⠛⠲
Tom looks fierce.	⠠⠞⠕⠍⠀⠇⠕⠕⠅⠎⠀⠋⠊⠻⠉⠑⠲
Tom looks gloomy.	⠠⠞⠕⠍⠀⠇⠕⠕⠅⠎⠀⠛⠇⠕⠕⠍⠽⠲
Tom looks strong.	⠠⠞⠕⠍⠀⠇⠕⠕⠅⠎⠀⠌⠗⠕⠝⠛⠲
Tom looks winded.	⠠⠞⠕⠍⠀⠇⠕⠕⠅⠎⠀⠺⠊⠝⠙⠫⠲
Tom looks winded.	⠠⠞⠕⠍⠀⠇⠕⠕⠅⠎⠀⠺⠊⠝⠙⠫⠲
Tom lost his dog.	⠠⠞⠕⠍⠀⠇⠕⠌⠀⠓⠊⠎⠀⠙⠕⠛⠲
Tom lost his job.	⠠⠞⠕⠍⠀⠇⠕⠌⠀⠓⠊⠎⠀⠚⠕⠃⠲
Tom lost the bet.	⠠⠞⠕⠍⠀⠇⠕⠌⠀⠮⠀⠃⠑⠞⠲
Tom loves horses.	⠠⠞⠕⠍⠀⠇⠕⠧⠑⠎⠀⠓⠕⠗⠎⠑⠎⠲
Tom loves horses.	⠠⠞⠕⠍⠀⠇⠕⠧⠑⠎⠀⠓⠕⠗⠎⠑⠎⠲
Tom loves horses.	⠠⠞⠕⠍⠀⠇⠕⠧⠑⠎⠀⠓⠕⠗⠎⠑⠎⠲
Tom loves skiing.	⠠⠞⠕⠍⠀⠇⠕⠧⠑⠎⠀⠎⠅⠊⠊⠝⠛⠲
Tom loves sports.	⠠⠞⠕⠍⠀⠇⠕⠧⠑⠎⠀⠎⠏⠕⠗⠞⠎⠲
Tom loves to eat.	⠠⠞⠕⠍⠀⠇⠕⠧⠑⠎⠀⠞⠕⠀⠑⠁⠞⠲
Tom loves tulips.	⠠⠞⠕⠍⠀⠇⠕⠧⠑⠎⠀⠞⠥⠇⠊⠏⠎⠲
Tom made Mary go.	⠠⠞⠕⠍⠀⠍⠁⠙⠑⠀⠠⠍⠜⠽⠀⠛⠕⠲
Tom made his bed.	⠠⠞⠕⠍⠀⠍⠁⠙⠑⠀⠓⠊⠎⠀⠃⠫⠲
Tom made me weep.	⠠⠞⠕⠍⠀⠍⠁⠙⠑⠀⠍⠑⠀⠺⠑⠑⠏⠲
Tom married Mary.	⠠⠞⠕⠍⠀⠍⠜⠗⠊⠫⠀⠠⠍⠜⠽⠲
Tom may be right.	⠠⠞⠕⠍⠀⠍⠁⠽⠀⠃⠑⠀⠗⠊⠣⠞⠲
Tom may be right.	⠠⠞⠕⠍⠀⠍⠁⠽⠀⠃⠑⠀⠗⠊⠣⠞⠲
Tom may be wrong.	⠠⠞⠕⠍⠀⠍⠁⠽⠀⠃⠑⠀⠺⠗⠕⠝⠛⠲
Tom moved closer.	⠠⠞⠕⠍⠀⠍⠕⠧⠫⠀⠉⠇⠕⠎⠻⠲
Tom must be sick.	⠠⠞⠕⠍⠀⠍⠥⠌⠀⠃⠑⠀⠎⠊⠉⠅⠲
Tom needs a rest.	⠠⠞⠕⠍⠀⠝⠑⠫⠎⠀⠁⠀⠗⠑⠌⠲
Tom needs a taxi.	⠠⠞⠕⠍⠀⠝⠑⠫⠎⠀⠁⠀⠞⠁⠭⠊⠲
Tom needs to pay.	⠠⠞⠕⠍⠀⠝⠑⠫⠎⠀⠞⠕⠀⠏⠁⠽⠲
Tom never cheats.	⠠⠞⠕⠍⠀⠝⠑⠧⠻⠀⠡⠑⠁⠞⠎⠲
Tom never shouts.	⠠⠞⠕⠍⠀⠝⠑⠧⠻⠀⠩⠳⠞⠎⠲
Tom never smiles.	⠠⠞⠕⠍⠀⠝⠑⠧⠻⠀⠎⠍⠊⠇⠑⠎⠲
Tom pinched Mary.	⠠⠞⠕⠍⠀⠏⠊⠝⠡⠫⠀⠠⠍⠜⠽⠲
Tom punched Mary.	⠠⠞⠕⠍⠀⠏⠥⠝⠡⠫⠀⠠⠍⠜⠽⠲
Tom put on a tie.	⠠⠞⠕⠍⠀⠏⠥⠞⠀⠕⠝⠀⠁⠀⠞⠊⠑⠲
Tom quit smoking.	⠠⠞⠕⠍⠀⠟⠥⠊⠞⠀⠎⠍⠕⠅⠊⠝⠛⠲
Tom reads slowly.	⠠⠞⠕⠍⠀⠗⠑⠁⠙⠎⠀⠎⠇⠪⠇⠽⠲
Tom rescued Mary.	⠠⠞⠕⠍⠀⠗⠑⠎⠉⠥⠫⠀⠠⠍⠜⠽⠲
Tom said nothing.	⠠⠞⠕⠍⠀⠎⠁⠊⠙⠀⠝⠕⠹⠊⠝⠛⠲
Tom sang to Mary.	⠠⠞⠕⠍⠀⠎⠁⠝⠛⠀⠞⠕⠀⠠⠍⠜⠽⠲
Tom sat on a log.	⠠⠞⠕⠍⠀⠎⠁⠞⠀⠕⠝⠀⠁⠀⠇⠕⠛⠲
Tom saw a doctor.	⠠⠞⠕⠍⠀⠎⠁⠺⠀⠁⠀⠙⠕⠉⠞⠕⠗⠲
Tom scolded Mary.	⠠⠞⠕⠍⠀⠎⠉⠕⠇⠙⠫⠀⠠⠍⠜⠽⠲
Tom seemed angry.	⠠⠞⠕⠍⠀⠎⠑⠑⠍⠫⠀⠁⠝⠛⠗⠽⠲
Tom sells coffee.	⠠⠞⠕⠍⠀⠎⠑⠇⠇⠎⠀⠉⠷⠋⠑⠑⠲
Tom shot at Mary.	⠠⠞⠕⠍⠀⠩⠕⠞⠀⠁⠞⠀⠠⠍⠜⠽⠲
Tom shot himself.	⠠⠞⠕⠍⠀⠩⠕⠞⠀⠓⠊⠍⠎⠑⠇⠋⠲
Tom slapped Mary.	⠠⠞⠕⠍⠀⠎⠇⠁⠏⠏⠫⠀⠠⠍⠜⠽⠲
Tom slugged Mary.	⠠⠞⠕⠍⠀⠎⠇⠥⠛⠛⠫⠀⠠⠍⠜⠽⠲
Tom spoke French.	⠠⠞⠕⠍⠀⠎⠏⠕⠅⠑⠀⠠⠋⠗⠑⠝⠡⠲
Tom spoke calmly.	⠠⠞⠕⠍⠀⠎⠏⠕⠅⠑⠀⠉⠁⠇⠍⠇⠽⠲
Tom spoke calmly.	⠠⠞⠕⠍⠀⠎⠏⠕⠅⠑⠀⠉⠁⠇⠍⠇⠽⠲
Tom stabbed Mary.	⠠⠞⠕⠍⠀⠌⠁⠃⠃⠫⠀⠠⠍⠜⠽⠲
Tom stayed awake.	⠠⠞⠕⠍⠀⠌⠁⠽⠫⠀⠁⠺⠁⠅⠑⠲
Tom stayed close.	⠠⠞⠕⠍⠀⠌⠁⠽⠫⠀⠉⠇⠕⠎⠑⠲
Tom stopped Mary.	⠠⠞⠕⠍⠀⠌⠕⠏⠏⠫⠀⠠⠍⠜⠽⠲
Tom thanked Mary.	⠠⠞⠕⠍⠀⠹⠁⠝⠅⠫⠀⠠⠍⠜⠽⠲
Tom tripped Mary.	⠠⠞⠕⠍⠀⠞⠗⠊⠏⠏⠫⠀⠠⠍⠜⠽⠲
Tom trusted Mary.	⠠⠞⠕⠍⠀⠞⠗⠥⠌⠫⠀⠠⠍⠜⠽⠲
Tom visited Mary.	⠠⠞⠕⠍⠀⠧⠊⠎⠊⠞⠫⠀⠠⠍⠜⠽⠲
Tom walks slowly.	⠠⠞⠕⠍⠀⠺⠁⠇⠅⠎⠀⠎⠇⠪⠇⠽⠲
Tom walks slowly.	⠠⠞⠕⠍⠀⠺⠁⠇⠅⠎⠀⠎⠇⠪⠇⠽⠲
Tom wandered off.	⠠⠞⠕⠍⠀⠺⠯⠻⠫⠀⠷⠋⠲
Tom wanted money.	⠠⠞⠕⠍⠀⠺⠁⠝⠞⠫⠀⠍⠕⠝⠑⠽⠲
Tom wants a kiss.	⠠⠞⠕⠍⠀⠺⠁⠝⠞⠎⠀⠁⠀⠅⠊⠎⠎⠲
Tom wants a pony.	⠠⠞⠕⠍⠀⠺⠁⠝⠞⠎⠀⠁⠀⠏⠕⠝⠽⠲
Tom was arrested.	⠠⠞⠕⠍⠀⠺⠁⠎⠀⠜⠗⠑⠌⠫⠲
Tom was babbling.	⠠⠞⠕⠍⠀⠺⠁⠎⠀⠃⠁⠃⠃⠇⠊⠝⠛⠲
Tom was confused.	⠠⠞⠕⠍⠀⠺⠁⠎⠀⠉⠕⠝⠋⠥⠎⠫⠲
Tom was executed.	⠠⠞⠕⠍⠀⠺⠁⠎⠀⠑⠭⠑⠉⠥⠞⠫⠲
Tom was hesitant.	⠠⠞⠕⠍⠀⠺⠁⠎⠀⠓⠑⠎⠊⠞⠁⠝⠞⠲
Tom was innocent.	⠠⠞⠕⠍⠀⠺⠁⠎⠀⠊⠝⠝⠕⠉⠑⠝⠞⠲
Tom was prepared.	⠠⠞⠕⠍⠀⠺⠁⠎⠀⠏⠗⠑⠏⠜⠫⠲
Tom was rejected.	⠠⠞⠕⠍⠀⠺⠁⠎⠀⠗⠑⠚⠑⠉⠞⠫⠲
Tom was shouting.	⠠⠞⠕⠍⠀⠺⠁⠎⠀⠩⠳⠞⠊⠝⠛⠲
Tom was sleeping.	⠠⠞⠕⠍⠀⠺⠁⠎⠀⠎⠇⠑⠑⠏⠊⠝⠛⠲
Tom was sweating.	⠠⠞⠕⠍⠀⠺⠁⠎⠀⠎⠺⠑⠁⠞⠊⠝⠛⠲
Tom was thrilled.	⠠⠞⠕⠍⠀⠺⠁⠎⠀⠹⠗⠊⠇⠇⠫⠲
Tom was tortured.	⠠⠞⠕⠍⠀⠺⠁⠎⠀⠞⠕⠗⠞⠥⠗⠫⠲
Tom was very shy.	⠠⠞⠕⠍⠀⠺⠁⠎⠀⠧⠻⠽⠀⠩⠽⠲
Tom was worn out.	⠠⠞⠕⠍⠀⠺⠁⠎⠀⠺⠕⠗⠝⠀⠳⠞⠲
Tom wasn't alone.	⠠⠞⠕⠍⠀⠺⠁⠎⠝⠄⠞⠀⠁⠇⠕⠝⠑⠲
Tom wasn't drunk.	⠠⠞⠕⠍⠀⠺⠁⠎⠝⠄⠞⠀⠙⠗⠥⠝⠅⠲
Tom wasn't happy.	⠠⠞⠕⠍⠀⠺⠁⠎⠝⠄⠞⠀⠓⠁⠏⠏⠽⠲
Tom wasn't ready.	⠠⠞⠕⠍⠀⠺⠁⠎⠝⠄⠞⠀⠗⠑⠁⠙⠽⠲
Tom watched Mary.	⠠⠞⠕⠍⠀⠺⠁⠞⠡⠫⠀⠠⠍⠜⠽⠲
Tom watches Mary.	⠠⠞⠕⠍⠀⠺⠁⠞⠡⠑⠎⠀⠠⠍⠜⠽⠲
Tom went fishing.	⠠⠞⠕⠍⠀⠺⠑⠝⠞⠀⠋⠊⠩⠊⠝⠛⠲
Tom will call me.	⠠⠞⠕⠍⠀⠺⠊⠇⠇⠀⠉⠁⠇⠇⠀⠍⠑⠲
Tom will find me.	⠠⠞⠕⠍⠀⠺⠊⠇⠇⠀⠋⠊⠝⠙⠀⠍⠑⠲
Tom will love it.	⠠⠞⠕⠍⠀⠺⠊⠇⠇⠀⠇⠕⠧⠑⠀⠊⠞⠲
Tom will perk up.	⠠⠞⠕⠍⠀⠺⠊⠇⠇⠀⠏⠻⠅⠀⠥⠏⠲
Tom will show up.	⠠⠞⠕⠍⠀⠺⠊⠇⠇⠀⠩⠪⠀⠥⠏⠲
Tom will succeed.	⠠⠞⠕⠍⠀⠺⠊⠇⠇⠀⠎⠥⠉⠉⠑⠫⠲
Tom woke Mary up.	⠠⠞⠕⠍⠀⠺⠕⠅⠑⠀⠠⠍⠜⠽⠀⠥⠏⠲
